Keyword,ASIN,Title,Detail_Page_URL,Star_Rating,Number_of_Reviews,Price,Current_Time
champú sólido hombre,B0BL73M3DM,"3 Champú Jengibre orgánico, Champú en jengibre para el crecimiento del cabello, Champú solido jengibre, Champú anticaspa jengibre, Champú anticaída para hombres ujeres",https://www.amazon.es//Jengibre-org%C3%A1nico-crecimiento-anticaspa-antica%C3%ADda/dp/B0BL73M3DM/ref=sr_1_11?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-11,"4,8 de 5 estrellas",,"14,56 €","4/8/2025, 05:36:57"
champú sólido hombre,B0C3CKRQMT,"Arista Champú Sólido Anticaspa Vegano Ayurveda | Aceite de Árbol de Té, Polvo de Hoja de Neem y Arnica | Sin Sulfatos, Parabenos ni Siliconas",https://www.amazon.es//Arista-anticaspa-Ayurveda-parabenos-siliconas/dp/B0C3CKRQMT/ref=sr_1_12?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-12,"4,1 de 5 estrellas",,"9,49 €","4/8/2025, 05:36:58"
champú sólido hombre,B0D3V9W8ZB,"Hair Dye Shampoo 3 en 1 Cubre Canas, Brown Hair Dye Shampoo 3 en 1,Hair Color, Champú de Color Para el Cabello Instantáneo,Cobertura De Canas En Minutos para Hombres y Mujeres (Marrón Oscuro)",https://www.amazon.es//Shampoo-Cabello-Instant%C3%A1neo-Cobertura-Minutos/dp/B0D3V9W8ZB/ref=sr_1_13?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-13,"4,2 de 5 estrellas",,"18,98 €","4/8/2025, 05:36:58"
champú sólido hombre,B0CFKDGTZ8,"3 Piezas Jabón Brillo Gris Jabon Para Canas Champú Sólido en Barra Cabello Gris Brillo Revitalizador de Cabello Grey Shine Jabón Capilar Natural Para Canas, 1 Red de Burbujas",https://www.amazon.es//Cabello-Revitalizador-Capilar-Natural-Burbujas/dp/B0CFKDGTZ8/ref=sr_1_14?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-14,"2,4 de 5 estrellas",,"8,54 €","4/8/2025, 05:36:58"
champú sólido hombre,B088KPVQ4M,Alpecin Caffeine Shampoo C1 3x 250 ml | Champu anticaida hombre y con cafeina | Tratamiento para la caida del cabello | Alpecin Shampoo Anti Hair Loss Treatment Men,https://www.amazon.es//Alpecin-Champ%C3%BA-Cafe%C3%ADna-250-antica%C3%ADda/dp/B088KPVQ4M/ref=sr_1_15?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-15,"4,5 de 5 estrellas",,"19,97 €","4/8/2025, 05:36:58"
champú sólido hombre,B0D7W9DZ8R,Störtebekker® Premium Champú sólido Sea Breeze (1 pc.) – Champú vegano hecho a mano para hombre y mujer – cuidado de ducha perfumado para la piel y el cabello – Champú hidratante sólido,https://www.amazon.es//St%C3%B6rtebekker%C2%AE-Premium-Champ%C3%BA-s%C3%B3lido-Breeze/dp/B0D7W9DZ8R/ref=sr_1_16?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-16,"4,2 de 5 estrellas",,"11,99 €","4/8/2025, 05:36:58"
champú sólido hombre,B0D538XMLR,"Anti Gray Bar, Barra de champú oscurecimiento para el cabello, Barra de champú inverso gris, Champú sólido Mujeres y hombres Contra las canas, Limpieza e hidratación del cabello (2pieza)",https://www.amazon.es//oscurecimiento-cabello-inverso-Limpieza-hidrataci%C3%B3n/dp/B0D538XMLR/ref=sr_1_17?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-17,"2,7 de 5 estrellas",,"15,99 €","4/8/2025, 05:36:59"
champú sólido hombre,B0CW1RPG7K,Störtebekker® Premium champú sólido edición Pascua (bergamota) (x1) - Champú vegano hecho a mano para hombre y mujer - cuidado de ducha perfumado para la piel y el cabello - Champú hidratante,https://www.amazon.es//St%C3%B6rtebekker%C2%AE-Premium-champ%C3%BA-edici%C3%B3n-bergamota/dp/B0CW1RPG7K/ref=sr_1_18?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-18,"4,4 de 5 estrellas",,"11,99 €","4/8/2025, 05:36:59"
champú sólido hombre,B0CCN79L7T,"3 unidades de jabón gris brillante, jabón natural para cabello gris, oscurecimiento del cabello, champú sólido, brillo gris, revitalizable para el cabello para hombre",https://www.amazon.es//unidades-brillante-natural-oscurecimiento-revitalizable/dp/B0CCN79L7T/ref=sr_1_19?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-19,"2,5 de 5 estrellas",,"13,98 €","4/8/2025, 05:36:59"
champú sólido hombre,B0CRRXN7QT,Störtebekker® Premium Champú sólido Coco (1 pc.) – Champú vegano hecho a mano para hombre y mujer – cuidado de ducha perfumado para la piel y el cabello – Champú hidratante sólido,https://www.amazon.es//St%C3%B6rtebekker%C2%AE-Premium-cuidado-perfumado-hidratante/dp/B0CRRXN7QT/ref=sr_1_20?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-20,"4,3 de 5 estrellas",,"11,99 €","4/8/2025, 05:36:59"
champú sólido hombre,B0947D2TD9,CHAMPÚ SÓLIDO NATURAL | Anticaída Del Cabello Y Refuerzo Capilar Para Hombre Y Mujer | 100% Orgánico Libre De Sulfatos Y Parabenos NOVEDAD,https://www.amazon.es//Antica%C3%ADda-Refuerzo-Org%C3%A1nico-Sulfatos-Parabenos/dp/B0947D2TD9/ref=sr_1_21?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-21,"3,8 de 5 estrellas",,"14,90 €","4/8/2025, 05:36:59"
champú sólido hombre,B0DRFF6CPG,"Champú Tinte Castaño Oscuro Cubre Canas, 500ML Hair Dye Shampoo 3 en 1, Champu Tinte Canas Mujer Hombre, Champú de Color Tinte Pelo, Tinte Pelo instantáneo, Cubre Canas En Minutos para Mujer Hombre",https://www.amazon.es//Champ%C3%BA-Casta%C3%B1o-Shampoo-instant%C3%A1neo-Minutos/dp/B0DRFF6CPG/ref=sr_1_22?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-22,"4,0 de 5 estrellas",,"17,98 €","4/8/2025, 05:36:59"
champú sólido hombre,B0C2Z8R117,Alpecin Caffeine Shampoo C1 1x 600 ml | Champu anticaida hombre y con cafeina | Tratamiento para la caida del cabello | Alpecin Shampoo Anti Hair Loss Treatment Men,https://www.amazon.es//Alpecin-Caffeine-anticaida-Tratamiento-Treatment/dp/B0C2Z8R117/ref=sr_1_23?dib=eyJ2IjoiMSJ9.KF7mHuM8-ilaqtydTVAimchXtLzNP90Orx3Xf6dVtawWYngYSMpX8-3VEG_j2nshUjELGQsrER5KO931gfD59eOFNtVRAdeY-ySsit-CVsz9rWhPWxVdn-HmE8X0xFce4UCSIcfj1WmYEIBXQCyYXQIw9-8hmCKABQuO0Da0Xd5QXsJUwsWST4ujiSyOFTmvACXS-azqZkHCDO0efgMrNvbu5Z7lH0n-I78453gKSX_q9zJKSqYxTMz3WIScP1b6aMmbwres0qdVUrXkgUhkPiDnUkA-AaIcJGTn4Lbugqc.DoC_gSxpncJamZyobYRw8bG3qp0x4HRDTrNMuswllss&dib_tag=se&keywords=champ%C3%BA%2Bs%C3%B3lido%2Bhombre&qid=1744061810&sr=8-23,"4,4 de 5 estrellas",,"15,99 €","4/8/2025, 05:36:59"
